product_id,product_name,category_id,unit,unit_price,cost_price,barcode,status
32,中国石窟艺术精讲,11,本,88.00,61.93,9787547320075,onsale
33,中国社会经济史,8,本,89.00,61.25,9787547323182,onsale
34,关于权力的对话,11,本,39.80,24.46,9787547320372,onsale
35,博物馆学辞典,41,本,246.00,154.64,9787547328026,onsale
36,发现武王墩,11,本,58.00,43.55,9787547326527,onsale
37,哲学之旅：一种互动性探究（三卷本）,9,本,160.00,101.47,9787547322239,onsale
38,哲学的二十个夜晚,9,本,59.00,43.28,9787547323243,onsale
39,四海一家：从地缘共同体到人类命运共同体,11,本,68.00,43.87,9787547318546,onsale
40,圆明园从前有多美,11,本,188.00,140.23,9787547323946,onsale
41,姚贝娜：一个用生命歌唱的女孩,11,本,99.00,68.73,9787547320631,onsale
42,宇宙、量子和人类心灵,11,本,58.00,40.08,9787547320174,onsale
43,岁月沧桑（精装）,11,本,98.00,58.74,9787547325865,onsale
44,微观经济学原理（第12版）/ 宏观经济学原理（第12版）,11,本,128.00,85.68,9787547318584,onsale
45,敦煌全书,11,本,998.00,629.44,9787547327036,onsale
46,极简德国史,8,本,68.00,48.93,9787547326626,onsale
47,梁永安的电影课,11,本,59.00,41.60,9787547320273,onsale
48,楼宇烈讲心经,11,本,78.00,49.02,9787547328170,onsale
49,法国文明史（修订版）,8,本,168.00,104.65,9787547323229,onsale
50,独立董事与公司治理,11,本,78.00,51.31,9787547321119,onsale
51,理想田园——百年地权演化与乡村建设,11,本,78.00,49.99,9787547321164,onsale
52,生成式AI的革命：人类应如何直面“新知识”,11,本,59.80,42.07,9787547324691,onsale
53,看脸——国宝里的中国面孔,11,本,648.00,431.70,9787547328453,onsale
54,看见国家宝藏：60件国宝讲述中华文明,11,本,128.00,79.35,9787547328460,onsale
55,走！去敦煌探窟,11,本,168.00,103.20,9787547325469,onsale
56,道义与天下：中国知识分子精神的古代源流与当代塑造,51,本,79.80,49.40,9787547326138,onsale
57,鲍鹏山讲《论语》（青少年版·上下册）,11,本,108.00,68.34,9787547321645,onsale
58,龙与狮的对话： 翻译与马戛尔尼访华使团,11,本,158.00,100.39,9787547321553,onsale
59,20世纪中国婚姻史,51,本,680.00,515.92,9787101170115,onsale
60,731：医学的沦陷,26,本,88.00,66.57,9787101172829,onsale
61,《史记》导论,51,本,65.00,44.40,9787101159509,onsale
62,一个人吃饭，也要好好吃,51,本,56.00,38.80,9787101168204,onsale
63,三国战争与地要天时,51,本,68.00,47.12,9787101164749,onsale
64,三苏年谱,51,本,358.00,224.22,9787101156287,onsale
65,不服周：楚国的奋斗与沉沦,51,本,68.00,46.21,9787101172577,onsale
66,中华经典通识·第一辑,51,本,245.00,167.80,9787101157499,onsale
67,中国古代“黑科技”,51,本,98.00,70.82,9787101171266,onsale
68,中国哲学的现代视野,51,本,98.00,69.99,9787101161700,onsale
69,中国式现代化的文化基因,51,本,58.00,41.06,9787101165548,onsale
70,中国撸猫简史,51,本,88.00,56.49,9787101165319,onsale
71,中国考古学编年史,51,本,118.00,78.52,9787101162844,onsale
72,从地中海到黄河——希腊化文明与丝绸之路,51,本,998.00,639.12,9787101168464,onsale
73,从未名湖到新开湖：郑克晟师友杂忆,51,本,88.00,60.76,9787101160642,onsale
74,从考古看中国,51,本,98.00,67.98,9787101156812,onsale
75,传统的造琴法 传统的造弦法,51,本,398.00,281.82,9787101169430,onsale
76,傅璇琮文集,51,本,1450.00,870.58,9787101161922,onsale
77,北齐书（点校本二十四史修订本）,51,本,148.00,92.49,9787101133622,onsale
78,南史（点校本二十四史修订本）,51,本,380.00,259.50,9787101163537,onsale
79,发现“昆仑石刻”,51,本,88.00,61.05,9787101176131,onsale
80,古籍版本十讲,51,本,110.00,64.04,9787101161458,onsale
81,史记（中华经典名著全本全注全译）,51,本,668.00,389.51,9787101158687,onsale
82,名物研究十二题,51,本,108.00,65.56,9787101166095,onsale
83,周书（修订本）,51,本,180.00,115.81,9787101159455,onsale
84,品读中国：风物与人文,51,本,98.00,63.02,9787101162936,onsale
85,唐代官制：官吏体系与机构运行,51,本,108.00,74.96,9787101172195,onsale
86,唐代家庭：生活、生计与家风,51,本,98.00,69.69,9787101172201,onsale
87,宋瑞驻村日记（2012-2022）,51,本,98.00,56.96,9787101166330,onsale
88,寻秦记,51,本,58.00,40.70,9787101163421,onsale
89,应战：我的抗美援朝,51,本,58.00,33.84,9787101163582,onsale
90,我认识的唐朝诗人,51,本,56.00,35.07,9787101160550,onsale
91,故宫掌门人1925—1949,51,本,98.00,58.32,9787101166675,onsale
92,敦煌守望四十天,51,本,58.00,39.40,9787101157383,onsale
93,文脉的演进：中国古代文学史讲录,51,本,118.00,82.46,9787101169072,onsale
94,春运（1954-2024）,51,本,128.00,84.80,9787101169980,onsale
95,李一氓文存,51,本,380.00,287.32,9787101161908,onsale
96,杜诗三百首,51,本,138.00,96.92,9787101171501,onsale
97,椿树峁,51,本,38.00,23.42,9787101158182,onsale
98,沉默的皖北：明清国家治理与地方社会,51,本,68.00,47.81,9787101172997,onsale
99,沧海波澄：我的诗词与人生,51,本,68.00,44.80,9787101167825,onsale
100,流动的世代,51,本,398.00,259.50,9787101168129,onsale
101,海上古籍风云录,51,本,168.00,98.43,9787101161618,onsale
102,满世界寻找敦煌,51,本,98.00,62.93,9787101166088,onsale
103,燕都百记,51,本,56.00,33.14,9787101158465,onsale
104,狮子老爸讲历史,51,本,199.00,130.92,9787101170634,onsale
105,王安石诗笺注（全五册）,51,本,258.00,181.74,9787101154269,onsale
106,理想与革命：多重视野下的中国共产党百年史,51,本,68.00,46.14,9787101165661,onsale
107,百年革命家书（二）,51,本,58.00,41.83,9787101162615,onsale
108,真事隐：康熙废储与正史虚构,51,本,78.00,50.24,9787101175950,onsale
109,磨合：近代镇江的全球化之旅,51,本,78.00,51.51,9787101172799,onsale
110,福尔摩斯探案全集（插图珍藏版）,51,本,328.00,239.47,9787101158526,onsale
111,竹之道：从三星堆到地中海,51,本,128.00,84.42,9787101172546,onsale
112,素锦的香港往事,51,本,56.00,37.40,9787101161847,onsale
113,考吃,51,本,49.00,30.73,9787101159202,onsale
114,苏东坡和他的世界,51,本,98.00,62.31,9787101131673,onsale
115,谭其骧历史地理十讲,51,本,68.00,46.76,9787101157772,onsale
116,近代中外条约关系通史,51,本,990.00,696.66,9787101159196,onsale
117,远山的回响：谱写新时代的山乡巨变,51,本,78.00,50.92,9787101167276,onsale
118,通天：中国传统天学史,51,本,88.00,63.84,9787101166590,onsale
119,重读毛泽东诗词,36,本,198.00,141.21,9787101165678,onsale
120,锦奁曾叠——古代妆具之美,51,本,128.00,96.49,9787101164503,onsale
121,鸭绿江来信,51,本,88.00,66.63,9787101170917,onsale
122,(意林)北大清华学长的写作黑科技,11,本,39.00,24.69,9787300280684,onsale
123,(意林）爱追剧？那你的作文有救了,11,本,39.00,28.04,9787300276663,onsale
124,0～3岁亲子教育活动指导与设计（第二版）,11,本,48.00,30.62,9787300297002,onsale
125,0～3岁婴幼儿发展与照护,11,本,39.00,27.03,9787300302089,onsale
126,10个道德悖论,3,本,38.00,25.22,9787300263076,onsale
127,10周速记高中英语词汇——词族记忆法,39,本,79.80,59.91,9787300330426,onsale
128,10小时刷完考研英语核心母词990,39,本,59.00,42.52,9787300313719,onsale
129,10小时突破托福句子写作,11,本,20.00,13.79,9787300291994,onsale
130,1100个留学必背基础词汇,11,本,58.00,40.14,9787300164786,onsale
131,12天突破GRE阅读,11,本,59.00,41.03,9787300254197,onsale
132,12小时托福口语达人养成,11,本,45.00,27.16,9787300275895,onsale
133,13天带你拿“四大”offer ——普华永道、德勤、毕马威、安永四大会计师事务所求职经验,11,本,48.00,28.33,9787300294384,onsale
134,1494：瓜分世界的条约与大航海时代的来临,8,本,89.90,67.15,9787300315652,onsale
135,1842-1949年中国经济史编年记事,8,本,98.00,67.86,9787300197159,onsale
136,1930年代中国现代作家群落研究,3,本,49.50,34.52,9787300235653,onsale
137,2008年刑事审判案例卷,11,本,160.00,98.03,9787510900235,onsale
138,2008年商事审判案例卷,11,本,138.00,104.29,9787510900167,onsale
139,2009年中国游戏产业报告（摘要版）,11,本,158.00,95.95,9787300130460,onsale
140,2009年刑事审判案例卷,11,本,160.00,100.82,9787510901324,onsale
141,2009年商事审判案例卷,11,本,138.00,81.25,9787510901300,onsale
142,2009年度中国法学研究报告,34,本,78.00,46.83,9787300137377,onsale
143,2009年民事审判案例卷,11,本,158.00,92.21,9787300132204,onsale
144,2009年行政审判案例卷,11,本,140.00,89.87,9787300131566,onsale
145,2010年商事审判案例卷,11,本,120.00,74.58,9787300149349,onsale
146,2010年民事审判案例卷,11,本,120.00,75.95,9787300147666,onsale
147,2010年行政审判案例卷,11,本,90.00,65.24,9787300147673,onsale
148,2012：史上最神秘日期背后的神话、谬论和真相,8,本,36.00,25.83,9787300117256,onsale
149,2016 10天秒杀职称英语一本全（卫生类A级）,26,本,39.00,25.27,9787300213613,onsale
150,2016 10天秒杀职称英语一本全（卫生类B级）,26,本,39.00,28.82,9787300213576,onsale
151,2016 10天秒杀职称英语一本全（卫生类C级）,26,本,39.00,27.11,9787300213583,onsale
152,2016 10天秒杀职称英语一本全（理工类A级）,39,本,39.00,27.93,9787300214092,onsale
153,2016 10天秒杀职称英语一本全（理工类B级）,39,本,39.00,26.59,9787300213552,onsale
154,2016 10天秒杀职称英语一本全（理工类C级）,39,本,39.00,28.30,9787300213569,onsale
155,2016 10天秒杀职称英语一本全（综合类A级）,39,本,39.00,25.53,9787300214085,onsale
156,2016 10天秒杀职称英语一本全（综合类B级）,39,本,39.00,27.25,9787300213606,onsale
157,2016 10天秒杀职称英语一本全（综合类C级）,39,本,39.00,29.16,9787300213644,onsale
158,2016 秒杀职称英语词汇一本全（适用于A、B、C级）,39,本,39.00,29.61,9787300213545,onsale
159,2018年全国管理类专业学位联考综合能力考试指南,11,本,69.00,49.73,9787300243528,onsale
160,2018年全国管理类专业学位联考综合能力考试模拟试卷,11,本,39.00,28.45,9787300243511,onsale
161,2018年全国管理类专业学位联考综合能力考试逻辑习题归类精编,11,本,79.00,54.87,9787300243139,onsale
162,2018年全国管理类专业学位联考综合能力考试逻辑历年真题分类精解,11,本,59.90,41.53,9787300243054,onsale
163,2018年全国管理类专业学位联考综合能力考试逻辑精选600题(20套全真试卷及详解),11,本,49.00,30.37,9787300243047,onsale
164,2018年管理类专业学位联考综合能力考试数学精选500题(20套全真试卷及详解),21,本,36.00,25.31,9787300243535,onsale
165,2018年管理类专业学位联考综合能力考试试题归类解析及知识点清单 写作分册,11,本,39.80,29.72,9787300244990,onsale
166,2018年管理类专业学位联考综合能力考试试题归类解析及知识点清单 数学分册,21,本,59.00,43.85,9787300243504,onsale
167,2018年管理类专业学位联考综合能力考试试题归类解析及知识点清单 逻辑分册,11,本,58.00,35.81,9787300243498,onsale
168,2018年考研政治20年真题大讲评,11,本,49.00,35.04,9787300243214,onsale
169,2018年考研政治形势与政策及当代世界经济与政治大预测,11,本,16.00,11.10,9787300250625,onsale
170,2018考研政治专题经典教程,11,本,39.00,26.47,9787300239507,onsale
171,2019年全国管理类专业学位联考综合能力考试指南,11,本,69.00,51.73,9787300258133,onsale
172,2019年管理类专业学位联考综合能力考试数学精选500题(20套全真试卷及详解),21,本,39.00,27.73,9787300258126,onsale
173,2019年管理类专业学位联考综合能力考试逻辑历年真题分类精解,11,本,66.00,42.81,9787300256795,onsale
174,2019年管理类专业学位联考综合能力考试逻辑精选600题(20套全真试卷及详解),11,本,49.00,35.75,9787300256788,onsale
175,2019年考研政治20年真题大讲评,11,本,49.00,28.46,9787300255767,onsale
176,2019年考研政治专题经典教程,11,本,39.00,27.89,9787300254982,onsale
177,2019年考研政治理论复习导本,36,本,69.00,47.32,9787300252537,onsale
178,2020年周建武管理类专业学位联考综合能力考试逻辑历年真题分类精解,11,本,69.80,45.15,9787300268071,onsale
179,2020年周建武管理类专业学位联考综合能力考试逻辑精选600题(20套全真试卷及详解),11,本,49.00,28.58,9787300268255,onsale
180,2020年法律硕士联考重要法条释解,34,本,89.00,59.98,9787300268903,onsale
181,2020年法律硕士（法学）联考历年真题精解及考前5套题,34,本,69.50,41.51,9787300270371,onsale
182,2020年法律硕士（法学）联考大纲要点解析及应试策略,34,本,99.80,60.06,9787300267937,onsale
183,2020年法律硕士（法学）联考大纲配套练习,34,本,118.00,72.11,9787300269252,onsale
184,2020年法律硕士（法学）联考重要主观题背诵（含关键词）,34,本,49.80,36.05,9787300268156,onsale
185,2020年法律硕士（非法学）联考六年真题精解与考前5套题及详解,34,本,69.00,40.97,9787300271705,onsale
186,2020年法律硕士（非法学）联考考试大纲配套练习,34,本,128.00,83.21,9787300269092,onsale
187,2020年法律硕士（非法学）联考重要主观题背诵（含关键词）,34,本,49.90,32.70,9787300268514,onsale
188,2020考研政治速背15天,11,本,19.00,11.17,9787300269702,onsale
189,2020考研英语大纲词汇分类精读笔记,39,本,69.80,45.42,9787300267203,onsale
190,2020郭庆民考研英语阅读200篇,39,本,88.00,57.69,9787300268644,onsale
191,2021宋朝小日子,8,本,150.00,87.74,9787300284514,onsale
192,2021年BA、MPA、MAPcc、MEM管理类联考综合能力逻辑精选600题（20套全真试卷及详解）,11,本,49.00,28.52,9787300277936,onsale
193,2021年MBA MPA MAPcc MEM管理类联考综合能力逻辑高分指南（考点精讲与分类精练）,11,本,78.00,49.83,9787300276472,onsale
194,2021年MBA/MPA/MPAcc等管理类专业学位联考考前点睛 综合能力历年真题精解及全真预测试,11,本,49.00,31.67,9787300281018,onsale
195,2021年MBA/MPA/MPAcc等管理类专业学位联考考前点睛 英语历年真题精解及全真预测试卷,39,本,48.00,34.55,9787300281025,onsale
196,2021年MBA、MPA、MAPcc、MEM管理类联考综合能力逻辑最后冲刺 18套卷（含快速提分技法）,11,本,52.00,33.73,9787300276786,onsale
197,2021年MBA、MPA、MPAcc、MEM管理类联考综合能力 论证有效性分析（考试指南与历年真题,11,本,49.00,36.56,9787300276489,onsale
198,2021年MBA、MPA、MPcc、MEM管理类联考综合能力逻辑历年真题分类精解,11,本,78.00,57.64,9787300277929,onsale
199,2021年法律硕士联考重要法条释解,34,本,89.00,53.84,9787300239279,onsale
200,2021年法律硕士（法学）联考大纲配套练习,34,本,119.00,78.84,9787300286303,onsale
201,2021年法律硕士（非法学）联考六年真题精解与考前5套题及详解,34,本,68.00,41.17,9787300286723,onsale
202,2021年法律硕士（非法学）联考考试大纲配套练习,34,本,129.00,92.16,9787300286297,onsale
203,2021年郭庆民考研英语阅读200篇,39,本,79.00,59.24,9787300278490,onsale
204,2023年MBA 、MPA、MAPcc、MEM管理类联考综合能力逻辑教程（考前辅导与历年试题精讲）,11,本,79.00,58.61,9787300307947,onsale
205,2023年MBA、MPA、MPAcc、MEM管理类联考综合能力逻辑历年真题分类精解,11,本,89.00,54.70,9787300303772,onsale
206,2023年MBA、MPA、MPAcc、MEM管理类联考综合能力逻辑题库（专项训练与模拟试题精编）,11,本,69.00,49.05,9787300306162,onsale
207,2023年管理类联考与经济类联考综合能力论证有效性分析（考试教程与历年真题）,11,本,39.00,28.90,9787300305516,onsale
208,2023年经济类联考综合能力逻辑应试教程（历年真题分类精解及全真模拟试卷）,11,本,42.00,29.33,9787300304830,onsale
209,2024年全国法律硕士专业学位研究生入学联考考试指南（第二十四版）,34,本,179.00,113.47,9787300321943,onsale
210,2024年全国硕士研究生招生考试日语全新模拟题集,40,本,79.00,57.12,9787300315850,onsale
211,2024年同等学力人员申请硕士学位英语水平全国统一考试历年真题详解,39,本,98.00,72.08,9787300325576,onsale
212,2024年法律硕士（法学）联考大纲配套练习,34,本,119.90,90.88,9787300313559,onsale
213,2024年法律硕士（非法学）联考大纲配套练习,34,本,129.90,97.44,9787300313535,onsale
214,2024年管理类联考（MBA/MPA/MPAcc等）综合能力逻辑精选450题,11,本,49.90,32.24,9787300315843,onsale
215,2024年考研英语（二）历年真题老蒋详解 第1季,39,本,86.80,50.83,9787300312903,onsale
216,2024年考研英语（二）老蒋讲真题必考词,39,本,59.80,38.33,9787300312842,onsale
217,2024年考研英语（二）老蒋讲真题必考长难句,39,本,49.80,32.89,9787300312866,onsale
218,2024年考研英语（二）阅读理解精读80篇,39,本,93.80,68.42,9787300312897,onsale
219,2030中国：迈向共同富裕,11,本,39.00,29.07,9787300142890,onsale
220,20世纪外国文学经典导读,11,本,48.00,28.04,9787300188386,onsale
221,20世纪外国文学选讲,11,本,35.00,25.39,9787300253732,onsale
222,20世纪大陆哲学 劳特利奇哲学史第八卷,3,本,108.00,73.26,9787300230139,onsale
223,20世纪意义、知识和价值哲学第十卷,3,本,98.00,57.11,9787300230801,onsale
224,20世纪科学、逻辑和数学哲学 第九卷,3,本,98.00,74.05,9787300235394,onsale
225,20世纪西方文论,11,本,109.00,63.69,9787300286853,onsale
226,20世纪马克思主义发展史·第三卷,36,本,158.00,115.47,9787300265773,onsale
227,20世纪马克思主义发展史·第二卷（第二辑）,36,本,148.00,103.08,9787300266190,onsale
228,20世纪马克思主义发展史·第六卷,36,本,198.00,131.75,9787300323534,onsale
229,20世纪马克思主义发展史（第一卷）：20世纪马克思主义发展史概论,36,本,168.00,104.87,9787300280790,onsale
230,20世纪马克思主义发展史（第七卷）：20世纪下半期马克思主义在西方国家的发展,36,本,188.00,136.36,9787300288239,onsale
231,20世纪马克思主义发展史（第四卷）：20世纪上半期马克思主义在西方国家的发展,36,本,148.00,88.03,9787300280721,onsale
232,21世纪中国生产力总体布局研究,11,本,48.00,29.78,9787300197173,onsale
233,21世纪出版业的文化与贸易,11,本,36.00,23.71,9787300127682,onsale
234,21世纪马克思主义理论研究的探索与创新,36,本,138.00,103.79,9787300234427,onsale
235,21天商务英语口语沟通无障碍,39,本,48.00,32.81,9787300256344,onsale
236,21天突破CATTI笔译真题,11,本,56.00,35.45,9787300326399,onsale
237,28天搞定二十年考研真题核心词汇,11,本,59.80,35.62,9787300301310,onsale
238,28天搞定雅思口语,11,本,39.80,24.97,9787300282107,onsale
239,30天写小说,11,本,39.00,25.98,9787300173597,onsale
240,336个英语陷阱：词汇、语法、句型深度重点扫描,39,本,49.80,34.28,9787300257525,onsale
241,33个真考点直击雅思阅读,11,本,58.00,41.67,9787300236155,onsale
242,3D打印机组装与调试,11,本,42.00,26.55,9787300301433,onsale
243,3ds Max动画设计与制作项目教程,11,本,35.00,26.07,9787300143668,onsale
244,45°青年,10,本,69.00,41.34,9787300338354,onsale
245,4G革命：无线新时代,11,本,45.00,28.65,9787300187709,onsale
246,4周秒杀BEC词汇10000（高级）,11,本,49.00,34.67,9787300265247,onsale
247,4周秒杀BEC词汇6000（初级）,11,本,49.00,30.98,9787300267029,onsale
248,4周秒杀BEC词汇8000（中级）,11,本,49.00,32.22,9787300268002,onsale
249,4周秒杀PETS一级、二级一本全（3周讲练+1周模拟）（第三版）,11,本,48.00,36.41,9787300233260,onsale
250,4周秒杀PETS一级、二级词汇（分类·分频·多样式巧记）（第三版）,11,本,38.00,24.71,9787300233253,onsale
251,4周秒杀PETS三级一本全（3周讲练+1周模拟）（第三版）,11,本,48.00,28.14,9787300233246,onsale
252,4周秒杀PETS三级词汇（分类·分频多·样式巧记）（第三版）,11,本,39.00,23.74,9787300233239,onsale
253,4周秒杀PETS五级一本全（3周讲练+1周模拟）（第二版）,11,本,49.00,36.96,9787300233277,onsale
254,4周秒杀PETS五级词汇（分类·分频·多样式巧记）（第三版）,11,本,48.00,31.33,9787300233291,onsale
255,4周秒杀PETS四级一本全（3周讲练+1周模拟）（第三版）,11,本,48.00,33.70,9787300233284,onsale
256,4周秒杀PETS四级词汇（分类·分频·多样式巧记）（第三版）,11,本,49.00,30.45,9787300233307,onsale
257,5000个真考词直达雅思,11,本,69.00,50.07,9787300228440,onsale
258,501个创意写作练习：每天5分钟，激发你的创造力,11,本,59.00,41.03,9787300318134,onsale
259,50个工具玩转项目式学习,11,本,79.80,47.31,9787300313856,onsale
260,566托福阅读考点词真经,11,本,19.00,13.88,9787300281940,onsale
261,5G大数据——数据资源赋能中国经济,20,本,69.00,42.97,9787300281780,onsale
262,5G新产业——商业与社会的创新机遇,11,本,69.00,47.44,9787300279862,onsale
263,5G时代——什么是5G，它将如何改变世界,11,本,69.00,47.55,9787300268415,onsale
264,5G机会,11,本,69.00,45.07,9787300284255,onsale
265,5G深度覆盖工程设计,4,本,48.00,30.88,9787300337777,onsale
266,5天突破SATⅡ数学,21,本,35.00,21.46,9787300209654,onsale
267,600号画廊：“梵高”们的内心世界,11,本,89.90,53.50,9787300342641,onsale
268,60天带你搞定传播学,11,本,119.00,71.35,9787300307466,onsale
269,66句搞定考研语法长难句,11,本,58.00,36.89,9787300336107,onsale
270,66句搞定考研语法长难句,11,本,58.00,42.39,9787300341491,onsale
271,6T新思维：5G时代的企业数字化转型与管理之道,11,本,59.00,44.34,9787300301334,onsale
272,72小时雅思听说并进,11,本,28.00,18.39,9787300257778,onsale
273,788个单词轻松征服SAT/ACT,11,本,29.80,18.43,9787300297088,onsale
274,7天搞定托福单词（第二版）（含光盘一张）,11,本,53.50,35.27,9787300192840,onsale
275,7天搞定托福听力,11,本,39.00,29.59,9787300258171,onsale
276,7小时搞定托福听力词汇,11,本,29.80,18.52,9787300260914,onsale
277,7步吃透商业提案写作,11,本,59.90,44.47,9787300334868,onsale
278,88个必备战略工具,11,本,89.00,57.01,9787300312330,onsale
279,90天攻克CATTI三级笔译,11,本,49.98,33.63,9787300337388,onsale
280,99%的销售指标都用错了：破解销售管理的密码,11,本,75.00,48.46,9787300235967,onsale
281,99天玩爆美语,11,本,49.90,36.18,9787300243672,onsale
282,A-Level化学核心词汇真经,21,本,30.80,19.15,9787300336626,onsale
283,A-Level数学核心词汇真经,21,本,35.00,24.84,9787300334950,onsale
284,A-Level物理核心词汇真经,21,本,35.00,23.57,9787300336114,onsale
285,A-Level生物核心词汇真经,11,本,30.80,20.99,9787300336169,onsale
286,A-Level经济核心词汇真经,11,本,39.80,27.56,9787300335865,onsale
287,ACT真题核心词汇,11,本,69.80,42.39,9787300261003,onsale
288,ACT答案词,11,本,66.00,39.14,9787300307695,onsale
289,ACT阅读真文章,11,本,36.00,25.86,9787300230788,onsale
290,AI公文写作,11,本,79.00,55.84,9787300340883,onsale
291,AI创收: 让业余时间变成现金流,11,本,89.00,51.95,9787300345420,onsale
292,AI在财务中的应用,11,本,39.00,23.72,9787300344584,onsale
293,AI应用落地之道,11,本,69.00,48.64,9787300278643,onsale
294,AI战争,11,本,79.00,54.76,9787300337562,onsale
295,AI教育基础：图形化编程入门与实践,20,本,39.90,24.87,9787300272511,onsale
296,AI教育基础：图形化编程的拓展应用,20,本,29.00,18.38,9787300305899,onsale
297,AI智能体开发基础（微课版）,11,本,49.00,34.70,9787300347998,onsale
298,AI素养核心能力启蒙：学前儿童计算思维游戏化教育研究,11,本,59.00,43.09,9787300341460,onsale
299,AI绘画大师Midjourney：写给小白的100种应用,11,本,139.00,85.17,9787300324180,onsale
300,AI职场应用66问,11,本,88.00,58.67,9787300338002,onsale
301,AI赋能：财经商贸通识课,11,本,45.00,28.31,9787300345215,onsale
302,AI重塑家庭教育：十二个关键问题,11,本,68.00,51.46,9787300339061,onsale
303,AI风暴：中美博弈与全球新秩序,11,本,69.00,44.89,9787300342306,onsale
304,AP环境科学,11,本,35.00,25.12,9787300210100,onsale
305,AP生物从0到5,11,本,119.00,71.03,9787300288796,onsale
306,AP美国历史（第二版）,8,本,75.00,46.36,9787300229706,onsale
307,ATM自助设备业务发展与管理,11,本,30.00,19.37,9787300279282,onsale
308,Access 2010 应用基础,11,本,39.80,25.28,9787300195957,onsale
309,Adobe Photoshop CC 2019图形图像处理与应用,11,本,59.00,43.31,9787300295923,onsale
310,After Effects特效制作,3,本,55.00,41.46,9787300325224,onsale
311,Animate动画设计与制作项目教程,11,本,42.00,30.33,9787300288567,onsale
312,AutoCAD 2010中文版基础教程,11,本,29.00,19.20,9787300142524,onsale
313,AutoCAD 2021技能与应用,11,本,54.80,34.59,9787300317939,onsale
314,Axure原型设计基础,11,本,29.00,17.53,9787300289229,onsale
315,BIM建模基础,3,本,55.00,36.38,9787300325538,onsale
316,CAE听力从突破到飞跃,11,本,36.00,21.22,9787300285337,onsale
317,CATTI笔译翻译技巧解析,11,本,27.00,18.18,9787300310534,onsale
318,ChatGPT：读懂AI爆发背后的技术与产业逻辑,11,本,79.00,52.62,9787300317700,onsale
319,China's Historical Choice in Global Governance,11,本,198.00,118.74,9787300218342,onsale
320,China: Innovative Green Development,11,本,178.00,114.86,9787300206325,onsale
321,Chinese Business Law：中国商法（英文版）,11,本,55.00,34.60,9787300219561,onsale
322,C理论：中国管理哲学（成中英文集·第八卷）,3,本,98.00,59.21,9787300237183,onsale
323,C语言程序设计,11,本,53.00,34.09,9787300335797,onsale
324,C语言程序设计与实验指导）,11,本,40.00,26.86,9787300328973,onsale
325,C语言程序设计实例教程（第三版）,3,本,42.00,30.96,9787300288871,onsale
326,C语言程序设计案例教程,11,本,48.00,32.53,9787300273471,onsale
327,DSE英语夺星核心词汇,39,本,129.00,86.31,9787300338538,onsale
328,DSE英语夺星核心词组,39,本,38.00,22.84,9787300336077,onsale
